ANO;PROCESSO ;CONVENENTE;SIAFI/SICONV;CONVÊNIO;OFÍCIO DA AECI;ENTREGUE NO TCU
2015;72031.003173/2014-37;Prefeitura Municipal de São Gonçalo do Amarante/CE;447416;411/2001;Ofício nº 832/2015/AECI/MTur;26/06/2015
2015;72031.001243/2014-12;Prefeitura Municipal de Terezinha/PE;707407;1194/2009;Ofício nº 833/2015/AECI/MTur;26/06/2015
2015;72031.000340/2014-98;Prefeitura Municipal de Ouricuri/PE;704641;917/2009;Ofício nº 834/2015/AECI/MTur;26/06/2015
2015;72031.005440/2014-19;Prefeitura Municipal de Piumhi/MG;736135;526/2010;Ofício nº 835/2015/AECI/MTur;26/06/2015
2015;72031.004132/2014-68;Prefeitura Municipal de Limoeiro do Anadia/AL;717482;1391/2009;Ofício nº 836/2015/AECI/MTur;26/06/2015
2015;72031.006695/2014-91;Prefeitura Municipal de Vereda/BA;740675;1035/2010;Ofício nº 837/2015/AECI/MTur;26/06/2015
2015;72031.006327/2014-42;Instituto Solid'art Gestão Profissional, Cultural, Turismo e Ambiental/DF;738470;860/2010;Ofício nº 839/2015/AECI/MTur;26/06/2015
2015;72031.006260/2014-46;Prefeitura Municipal do Brejo da Madre de Deus/PE;744110;1302/2010;Ofício nº 841/2015/AECI/MTur;26/06/2015
2015;72031.002252/2012-69;Prefeitura Municipal de Juripiranga/PB;632255;797/2008;Ofício nº 844/2015/AECI/MTur;26/06/2015
2015;72031.000156/2014-48;Confederação Brasileira de Convention & Visitors Bureaux/DF;700004;1200/2008;Ofício nº 846/2015/AECI/MTur;26/06/2015
2015;72031.003064/2014-10;Prefeitura Municipal de Canindé/CE;732782;217/2010;Ofício nº 847/2015/AECI/MTur;26/06/2015
2015;72031.006409/2014-97;Prefeitura Municipal de Campina do Monte Alegre/SP;736286;555/2010;Ofício nº 848/2015/AECI/MTur;26/06/2015
2015;72031.006342/2014-91;Instituto Educar e Crescer - IEC/DF;728225;1866/2009;Ofício nº 849/2015/AECI/MTur;26/06/2015
2015;72031.006460/2014-07;Sociedade Rural de São Jorge do Patrocínio/PR;749938;1486/2010;Ofício nº 850/2015/AECI/MTur;26/06/2015
2015;72031.006460/2014-07;Sociedade Rural de São Jorge do Patrocínio/PR;705062;1069/2009;Ofício nº 850/2015/AECI/MTur;26/06/2015
2015;72031.006268/2014-11;Prefeitura Municipal de Doutor Severiano/RN;628486;694/2008;Ofício nº 851/2015/AECI/MTur;26/06/2015
2015;72031.001303/2014-05;Prefeitura Municipal de São Geraldo de Baixio/MG;626999;331/2008;Ofício nº 852/2015/AECI/MTur;26/06/2015
2015;72031.000837/2014-14;Confederação Latino Americana do Comércio Lojista - CLAC/DF;577842;479/2006;Ofício nº 853/2015/AECI/MTur;26/06/2015
2015;72031.006599/2010-19;Prefeitura Municipal de Piancó/PB;631524;402/631524;Ofício nº 854/2015/AECI/MTur;26/06/2015
2015;72031.000158/2014-37;Instituto Paideia de Expressão e Comunicação/DF;736653;611/2010;Ofício nº 855/2015/AECI/MTur;26/06/2015
2015;72031.006696/2014-35;Instituto Educar e Crescer - IEC/DF;703212;139/2009;Ofício nº 856/2015/AECI/MTur;26/06/2015
2015;72031.002999/2014-89;Prefeitura Municipal de Rio Negrinho/SC;732610;192/2010;Ofício nº 857/2015/AECI/MTur;26/06/2015
2015;72031.013837/2010-42;Prefeitura Municipal de Flexeiras/AL;704663;926/2009;Ofício nº 858/2015/AECI/MTur;26/06/2015
2015;72031.000512/2014-23;Prefeitura Municipal de Rondonópolis/MT;747796;717796/2009;Ofício nº 486/2015/AECI/MTur;17/04/2015
2015;72031.004712/2014-55;Prefeitura Municipal de Umbuzeiro/PB;633517;476/2008;Ofício nº 487/2015/AECI/MTur;17/04/2015
2015;72031.003000/2014-19;Prefeitura Municipal de Cortês/PE;625908;180/2008;Ofício nº 491/2015/AECI/MTur;17/04/2015
2015;72031.001247/2014-09;Associação Sergipana de Blocos de Trio - ASBT;732319;0139/2010;Ofício nº 492/2015/AECI/MTur;17/04/2015
2015;72031.003046/2014-38;Prefeitura Municipal de Moita Bonita/SE;703292;703292/2009;Ofício nº 493/2015/AECI/MTur;17/04/2015
2015;72031.002994/2014-56;Prefeitura Municipal de Castro Alves/BA;728250;728250/2009;Ofício nº 495/2015/AECI/MTur;17/04/2015
2015;72031.001299/2014-77;Federação das Associações de pequenos Produtores Rurais do Distrito Federal e do Entorno;705991;705991/2009;Ofício nº 497/2015/AECI/MTur;17/04/2015
2015;72031.000743/2012-75;Sociedade Evangélica Beneficente de Curitiba - SEB;708657;708657/2009;Ofício nº 499/2015/AECI/MTur;17/04/2015
2015;72031.000069/2014-91;Prefeitura Municipal de Colinas do Sul/GO;736108;736108/2010;Ofício nº 471/2015/AECI/MTur;16/04/2015
2015;72031.007567/2011-11;Prefeitura Municipal de Vila Boa/GO;631479;914/2008;Ofício nº 472/2015/AECI/MTur;16/04/2015
2015;72031.003170/2014-01;Premium Avança Brasil;702569;1.545/2008;Ofício nº 473/2015/AECI/MTur;16/04/2015
2015;72031.001873/2014-97;Premium Avança Brasil;704090;704090/2009;Ofício nº 474/2015/AECI/MTur;16/04/2015
2015;72031.001764/2014-70;Prefeitura Municipal de Itapaci/GO;723875;723875/2009;Ofício nº 475/2015/AECI/MTur;16/04/2015
2015;72031.006041/2014-67;Premium Avança Brasil;703005;0052/2009;Ofício nº 476/2015/AECI/MTur;16/04/2015
2015;72031.002949/2014-00;Sindicato dos Gurias de Turismo de Foz do Iguaçu - SINGTUR FOZ;625045;009/2008;Ofício nº 477/2015/AECI/MTur;16/04/2015
2015;72031.001332/2014-69;Prefeitura Municipal de Orós/CE;701076;701076/2008;Ofício nº 478/2015/AECI/MTur;16/04/2015
2015;72031.004137/2014-91;Prefeitura Municipal de São Gonçalo do Piauí/PI;720161;1.499/2009;Ofício nº 479/2015/AECI/MTur;16/04/2015
2015;00190.024963/2014-12;Prefeitura Municipal de Madeiro/PI;742669;Contrato de Repasse nº 333.740-82/2010;Ofício nº 480/2015/AECI/MTur;16/04/2015
2015;72031.000509/2014-18;Prefeitura Municipal de São Gonçalo do Piauí/PI;733648;733648/2010;Ofício nº 481/2015/AECI/MTur;16/04/2015
2015;72031.001805/2014-28;Prefeitura Municipal de Anori/AM;724819;1.795/2009;Ofício nº 482/2015/AECI/MTur;16/04/2015
2015;72031.000507/2014-11;Prefeitura Municipal de Iranduba/AM;702753;1.651/2008;Ofício nº 483/2015/AECI/MTur;16/04/2015
2015;00190.022949/2014-84;Prefeitura Municipal de Aliança/PE;708244;Contrato de Repasse nº 300.373-57/2009;Ofício nº 488/2015/AECI/MTur;16/04/2015
2015;00190.028493/2014-66;Prefeitura Municipal de Pesqueira/PE;722182;Contrato de Repasse nº 307.412-72/2009;Ofício nº 489/2015/AECI/MTur;16/04/2015
2015;00190.016026/2014-93;Prefeitura Municipal de Santa Luzia do Pará/PA;585288;Contrato de Repasse nº 200.926-12/2006;Ofício nº 494/2015/AECI/MTur;16/04/2015
2015;72031.000831/2014-39;Prefeitura Municipal de Pindobaçu/BA;707699;707699/2009;Ofício nº 496/2015/AECI/MTur;16/04/2015
2015;72031.004766/2014-11;Prefeitura Municipal de Cajueiro/AL;634527;693/2008;Ofício nº 498/2015/AECI/MTur;16/04/2015
2015;72031.008254/2013-42;Prefeitura Municipal de Divinolândia de Minas/MG;755783;755783/2011;Ofício nº 374/2015/AECI/MTur;06/04/2015
2015;72031.008151/2011-11;Instituto de Desenvolvimento da Organização Nacional de Excelência Administrativa - Idonea;703197;703197/2009;Ofício nº 375/2015/AECI/MTur;06/04/2015
2015;72031.005274/2014-42;Premium Avança Brasil;703694;703694/2009;Ofício nº 376/2015/AECI/MTur;06/04/2015
2015;72031.000371/2014-49;Premium Avança Brasil;650066;702888/2008;Ofício nº 377/2015/AECI/MTur;06/04/2015
2015;72031.001076/2014-18;Premium Avança Brasil;700391;1280/2008;Ofício nº 378/2015/AECI/MTur;06/04/2015
2015;72031.003174/2014-81;Premium Avança Brasil;703511;703511/2009;Ofício nº 379/2015/AECI/MTur;06/04/2015
2015;72031.003107/2014-67;Prefeitura Municipal de Pratinha/MG;737900;737900/2010;Ofício nº 380/2015/AECI/MTur;06/04/2015
2015;72031.000513/2014-78;Instituto Mineiro de Desenvolvimento e da Cidadania - IMDC;702676;702976/2009;Ofício nº 382/2015/AECI/MTur;06/04/2015
2015;72031.008331/2013-64;Prefeitura Municipal de Indiaroba/SE;633912;420/2008;Ofício nº 383/2015/AECI/MTur;06/04/2015
2015;72031.004714/2014-44;Prefeitura Municipal de Jundiá/AL;731229;732129/2010;Ofício nº 384/2015/AECI/MTur;06/04/2015
2015;72031.001762/2014-81;Prefeitura Municipal de Campina Grande/PB;755498;0022/2011;Ofício nº 385/2015/AECI/MTur;06/04/2015
2015;72031.001298/2014-22;Prefeitura Municipal de Carneirinho/MG;732403;732403/2010;Ofício nº 387/2015/AECI/MTur;06/04/2015
2015;72031.006432/2012-10;Prefeitura Municipal de Ibiracatu/MG;701492/638292;701492/2008;Ofício nº 388/2015/AECI/MTur;06/04/2015
2015;00190.016025/2014-49;Prefeitura Municipal de Palmeirinha/PE;578752;Contrato de Repasse nº 196.620-29/2006;Ofício nº 389/2015/AECI/MTur;06/04/2015
2015;00190.013825/2014-16;Prefeitura Municipal de Saloá/PE;528349;Contrato de Repasse nº 175.823-36/2005;Ofício nº 390/2015/AECI/MTur;06/04/2015
2015;72031.001242/2014-78;Associação Sergipana de Blocos de Trio - ASBT;703634;703634/2009;Ofício nº 391/2015/AECI/MTur;06/04/2015
2015;72031.005273/2014-06;Premium Avança Brasil;704311;704311/2009;Ofício nº 392/2015/AECI/MTur;06/04/2015
2015;72031.002835/2012-90;Associação para Equidade de Gênero e transformação Social Zuleika Angel Jones - Zuzu Angel;700673;700673/2008;Ofício nº 393/2015/AECI/MTur;06/04/2015
2015;72031.001273/2014-29;Prefeitura Municipal de Ferraz de Vasconcelos/SP;703940;616/2009;Ofício nº 395/2015/AECI/MTur;06/04/2015
2015;72031.001256/2014-91;Prefeitura Municipal de Russas/CE;737454;0700/2010;Ofício nº 399/2015/AECI/MTur;06/04/2015
2015;72031.008440/2013-16;Prefeitura Municipal de São João do Jaguaribe/CE;739387;739387/2010;Ofício nº 400/2015/AECI/MTur;06/04/2015
2015;72031.000832/2014-83;Prefeitura Municipal de Campo Erê/SC;732381;732381/2010;Ofício nº 401/2015/AECI/MTur;06/04/2015
2015;72031.007072/2013-54;Prefeitura Municipal de Iguaí/BA;704662;704662/2009;Ofício nº 402/2015/AECI/MTur;06/04/2015
2015;00190.016697/2014-54;Prefeitura Municipal de Santo Sé/BA;672106;Contrato de Repasse nº 0312.0009-87/2010;Ofício nº 403/2015/AECI/MTur;06/04/2015
2015;00190.018235/2014-71;Prefeitura Municipal de São Bento do Tocantins/To;610045;Contrato de Repasse nº 0243-526-78/2007;Ofício nº 404/2015/AECI/MTur;06/04/2015
2015;00190.014248/2014-23;Prefeitura Municipal de Teresópolis/RJ;651126;Contrato de Repasse nº 279.404-69/2008;Ofício nº 405/2015/AECI/MTur;06/04/2015
2015;72031.008106/2013-28;Prefeitura Municipal de São Pedro do Turvo/SP;717251;717251/2009;Ofício nº 406/2015/AECI/MTur;06/04/2015
2015;00190.016548/2014-95;Prefeitura Municipal de Buíque/PE;656463;Contrato de Repasse nº 187.007-04/2005;Ofício nº 407/2015/AECI/MTur;06/04/2015
2015;72031.003138/2014-18;Premium Avança Brasil;703512;314/2009;Ofício nº 408/2015/AECI/MTur;06/04/2015
2015;72031.005480/2014-52;Prefeitura Municipal de Echaporã/SP;704543;704543/2009;Ofício nº 410/2015/AECI/MTur;06/04/2015
2015;72031.000244/2014-40;Brasil Ação Solidária - BRASOL;629877;473/2008;Ofício nº 411/2015/AECI/MTur;06/04/2015
2015;72031.008896/2013-41;Sindicato das Empresas de Turismo no Estado de Mato Grosso;626675;626675;Ofício nº 412/2015/AECI/MTur;06/04/2015
2015;72031.001443/2014-75;Prefeitura Municipal de Lupércio/SP;704672;704672/2009;Ofício nº 419/2015/AECI/MTur;06/04/2015
2015;72031.008103/2013-94;Prefeitura Municipal de Caputira/MG;701112;1379/2008;Ofício nº 303/2015/AECI/MTur;13/03/2015
2015;72031.008332/2013-17;Prefeitura Municipal de Marilac/MG;625929;212/2008;Ofício nº 304/2015/AECI/MTur;13/03/2015
2015;72031.010060/2011-45;Prefeitura Municipal de Itanhomi/MG;741701;741701/2010;Ofício nº 305/2015/AECI/MTur;13/03/2015
2015;72031.008972/2013-19;Prefeitura Municipal de Sebastianópolis do Sul/SP;623786;65/2008;Ofício nº 306/2015/AECI/MTur;13/03/2015
2015;72031.010482/2011-11;Empresa Brasiliense de Turismo - Brasiliatur/DF;625692;35/2008;Ofício nº 307/2015/AECI/MTur;13/03/2015
2015;00190.016246/2014-17;Prefeitura Municipal de Pacajus/CE;588288;Contrato de Repasse nº 213.912-29/2006;Ofício nº 308/2015/AECI/MTur;13/03/2015
2015;72031.013804/2010-01;Prefeitura Municipal de Ipubi/PE;702348;702348/2008;Ofício nº 309/2015/AECI/MTur;13/03/2015
2015;72031.006396/2013-75;Associação das Mulheres do Pesqueiro - Asmupesq/PA;700503;700503/2008;Ofício nº 310/2015/AECI/MTur;13/03/2015
2015;72031.005982/2010-50;Grêmio Recreativo Escola de Samba Portela - GRESP/RJ;534351;436/2005;Ofício nº 311/2015/AECI/MTur;13/03/2015
2015;72031.013911/2010-21;Prefeitura Municipal de Santa Helena de Minas/MG;703543;703543/2009;Ofício nº 250/2015/AECI/MTur;27/02/2015
2015;72031.008150/2011-76;Prefeitura Municipal de Barra dos Coqueiros/SE;634931;462/2008;Ofício nº 251/2015/AECI/MTur;27/02/2015
2015;72031.000510/2014-34;Prefeitura Municipal de Itabirinha/MG;744919;744919/2010;Ofício nº 252/2015/AECI/MTur;27/02/2015
2015;72031.001832/2014-09;Prefeitura Municipal de Quixadá/CE;595424;0486/2007;Ofício nº 152/2015/AECI/MTur;11/02/2015
2015;00190.015310/2014-42;Prefeitura Municipal de Sento Sé/BA;717729;Contrato de Repasse nº 0305.359-89/2010;Ofício nº 160/2015/AECI/MTur;11/02/2015
2015;72031.007250/2013-47;Associação Núcleo da Mulher;657952;004/2009;Ofício nº 163/2015/AECI/MTur;11/02/2015
2015;72031.008463/2012-13;Prefeitura Municipal de Wenceslau Guimarães/BA;732669;732669/2010;Ofício nº 164/2015/AECI/MTur;11/02/2015
2015;72031.000322/2014-14;Instituto Brazil Global/DF;722518;722518/2009;Ofício nº 167/2015/AECI/MTur;11/02/2015
2015;72031.003183/2011-20;Prefeitura Municipal de Vinhedo/SP;622908;830/2007;Ofício nº 168/2015/AECI/MTur;11/02/2015
2015;72031.006822/2012-90;Prefeitura Municipal de Maracaju/MS;732847;232847/2010;Ofício nº 176/2015/AECI/MTur;11/02/2015
2015;72031.004380/2011-66;Sociedade de Assistência Social, Cultural e Recreativa de Ibiraçu - Sacri;591876;46/2007;Ofício nº 195/2015/AECI/MTur;11/02/2015
2015;72031.000666/2012-53;Sociedade Evangélica Beneficente de Curitiba - SEB;747398;747398/2010;Ofício nº 196/2015/AECI/MTur;11/02/2015
2015;72031.000256/2014-74;Fundação Delmiro Gouveia/AL;750894;750894/2010;Ofício nº 197/2015/AECI/MTur;11/02/2015
2015;72031.006490/2012-43;Prefeitura Municipal de Curvelândia/MT;740389;740389/2010;Ofício nº 198/2015/AECI/MTur;11/02/2015
2015;72031.009287/2013-18;Confederação Brasileira de Convention & Visitors Bureaux;703052;703052/2009;Ofício nº 199/2015/AECI/MTur;11/02/2015
2015;72031.008871/2013-48;Instituto Zabilin de Arte e Cultura;640263 e 702675;1.616/2008;Ofício nº 200/2015/AECI/MTur;11/02/2015
2015;00190.013561/2014-92;Prefeitura Municipal de São Benedito/CE;588241;Contrato de Repasse nº 0213.104-49/2006;Ofício nº 153/2015/AECI/MTur;10/02/2015
2015;00190.013819/2014-51;Prefeitura Municipal de Guaramiranga/CE;716304;Contrato de Repasse nº 305.073-31/2009;Ofício nº 154/2015/AECI/MTur;10/02/2015
2015;00190.013477/2014-79;Prefeitura Municipal de São Benedito/CE;550609;Contrato de Repasse nº 185.240-94/2005;Ofício nº 155/2015/AECI/MTur;10/02/2015
2015;00190.013348/2014-81;Prefeitura Municipal de São Benedito/CE;567040;Contrato de Repasse nº 197.138-92/2006;Ofício nº 156/2015/AECI/MTur;10/02/2015
2015;72031.000341/2014-32;Prefeitura Municipal de  Granja/CE;563955;228/2006;Ofício nº 157/2015/AECI/MTur;10/02/2015
2015;72031.004330/2013-41;Prefeitura Municipal de Catunda/CE;737464;737464/2010;Ofício nº 158/2015/AECI/MTur;10/02/2015
2015;72031.013834/2010-17;Associação Brasileira de Windsurf;701742;701742/2008;Ofício nº 159/2015/AECI/MTur;10/02/2015
2015;72031.004931/2013-53;Prefeitura Municipal de Bonfim/BA;737554;733/2010;Ofício nº 161/2015/AECI/MTur;10/02/2015
2015;72031.006738/2012-76;Prefeitura Municipal de Wenceslau Guimarães/BA;738433;738433/2010;Ofício nº 162/2015/AECI/MTur;10/02/2015
2015;72031.000070/2014-15;Prefeitura Municipal de Monteiro Lobato/SP;732617;0197/2010;Ofício nº 165/2015/AECI/MTur;10/02/2015
2015;72031.004391/2011-46;Instituto Promur - Programa Multidisciplinar de Reabilitação;624872;27/2008;Ofício nº 166/2015/AECI/MTur;10/02/2015
2015;72031.008292/2013-03;Prefeitura Municipal de Nhandeara/SP;739386;935/2010;Ofício nº 169/2015/AECI/MTur;10/02/2015
2015;72031.008349/2012-85;Prefeitura Municipal de Pontalinda/SP;704426;704426/2009;Ofício nº 170/2015/AECI/MTur;10/02/2015
2015;72031.000834/2014-72;Instituto de Desenvolvimento Econômico, Social e Produtivo - IDESP;744039;1345/2010;Ofício nº 171/2015/AECI/MTur;10/02/2015
2015;72031.000311/2011-83;Prefeitura Municipal de Cortês/PE;620206;927/2007;Ofício nº 172/2015/AECI/MTur;10/02/2015
2015;72031.001269/2014-61;Prefeitura Municipal de Calçado/PE;739366;739366/2010;Ofício nº 173/2015/AECI/MTur;10/02/2015
2015;72031.007075/2013-98;Prefeitura Municipal de Macaparana/PE;703562;703562/2009;Ofício nº 174/2015/AECI/MTur;10/02/2015
2015;00190.009103/2014-59;Prefeitura Municipal de Camutanga/PE;604941;Contrato de Repasse nº 227.454-85/2007;Ofício nº 175/2015/AECI/MTur;10/02/2015
2015;72031.001096/2012-19;Prefeitura Municipal de Cruzeta/RN;732863;254/2010;Ofício nº 177/2015/AECI/MTur;10/02/2015
2015;72031.005918/2013-11;Prefeitura Municipal de São Tomé/RN;713692;713692/2009;Ofício nº 178/2015/AECI/MTur;10/02/2015
2015;72031.006621/2013-73;Prefeitura Municipal de Ielmo Matinho/RN ;629452;913/2008;Ofício nº 179/2015/AECI/MTur;10/02/2015
2015;72031.001377/2011-91;Associação Sergipana de Blocos de Trio - ASBT;734947;734947/2010;Ofício nº 180/2015/AECI/MTur;10/02/2015
2015;72031.009783/2011-00;Associação Sergipana de Blocos de Trio - ASBT;630492;1.151/2008;Ofício nº 181/2015/AECI/MTur;10/02/2015
2015;72031.014076/2010-11;Associação de Turismo de Arraial do Cabo/RJ;564958;366/2006;Ofício nº 182/2015/AECI/MTur;10/02/2015
2015;"72031.009212/2010-86
72031.006941/2011-61";Associação Beneficiente Centro de Cultura, Esporte e Assistência Social - ABCC (MG);594592 e 593751;404/2007 E 314/2007;Ofício nº 183/2015/AECI/MTur;10/02/2015
2015;72031.007209/2013-71;Prefeitura Municipal de São João do Oriente/MG;703678;703678/2009;Ofício nº 184/2015/AECI/MTur;10/02/2015
2015;00190.004892/2014-31;Sindicato Rural de Santa Vitória/MG;540537;Contrato de Repasse nº 178.661-47/2005;Ofício nº 185/2015/AECI/MTur;10/02/2015
2015;72031.000372/2014-93;Premium Avança Brasil;704034;0652/2009;Ofício nº 129/2015/AECI/MTur;09/02/2015
2015;72031.000442/2014-11;Premium Avança Brasil;703857;0578/2009;Ofício nº 130/2015/AECI/MTur;09/02/2015
2015;72031.000895/2013-59;Premium Avança Brasil;707038;707038/2009;Ofício nº 131/2015/AECI/MTur;09/02/2015
2015;72031.000370/2014-02;Premium Avança Brasil;629759;1.136/2008;Ofício nº 132/2015/AECI/MTur;09/02/2015
2015;72031.000319/2014-92;Premium Avança Brasil;703856;0580/2009;Ofício nº 133/2015/AECI/MTur;09/02/2015
2015;72031.000318/2014-48;Premium Avança Brasil;703444;703444/2009;Ofício nº 134/2015/AECI/MTur;09/02/2015
2015;72031000324/2014-03;Premium Avança Brasil;704228;764/2009;Ofício nº 135/2015/AECI/MTur;09/02/2015
2015;72031.000321/2014-61;Premium Avança Brasil;704547;882/2009;Ofício nº 136/2015/AECI/MTur;09/02/2015
2015;72031.000320/2014-17;Premium Avança Brasil;703280;703280/2009;Ofício nº 137/2015/AECI/MTur;09/02/2015
2015;72031.000444/2014-01;Premium Avança Brasil;704010;704010/2009;Ofício nº 139/2015/AECI/MTur;09/02/2015
2015;72031.001078/2014-07;Prefeitura Municipal de Nova de Goiás/GO;703401;703401/2009;Ofício nº 140/2015/AECI/MTur;09/02/2015
2015;72031.013166/2010-10;Associação Cena Aberta/GO;595722;510/2007;Ofício nº 141/2015/AECI/MTur;09/02/2015
2015;72031.015727/2010-15;Prefeitura Municipal de Esperança/PB;715269;715269;Ofício nº 142/2015/AECI/MTur;09/02/2015
2015;72031.000068/2014-46;Prefeitura Municipal de Santarém/PB ;737616;775/2010;Ofício nº 143/2015/AECI/MTur;09/02/2015
2015;72031.007279/2012-48;Prefeitura Municipal de Lagoa/PB;723144;723144/2009;Ofício nº 144/2015/AECI/MTur;09/02/2015
2015;72031.007568/2011-66 ;Prefeitura Municipal de Barra de Santana/PB;631704;970/2008;Ofício nº 145/2015/AECI/MTur;09/02/2015
2015;72031.010515/2011-22;Prefeitura Municipal de Juazeirinho/PB;734007;734007/2010;Ofício nº 146/2015/AECI/MTur;09/02/2015
2015;72031.009954/2011-92;Prefeitura Municipal de Ingá/PB;740834;740834/2010;Ofício nº 147/2015/AECI/MTur;09/02/2015
2015;72031.000443/2014-58;Premium Avança Brasil;704439;704439/2009;Ofício nº 138/2015/AECI/MTur;09/02/2015
2015;72031.007601/2011-58;Centro de Iniciativa Turística - Cenitur;629882;912/2008;Ofício nº 148/2015/AECI/MTur;09/02/2015
2015;72031.000083/2014-94;Prefeitura Municipal de Mentes Pimental/MG;737578;0782/2010;Ofício nº 27/2015/AECI/MTur;13/01/2015
